customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS006510,40s,couple,high,villa,0.44,0.87,dairy,medium
CUS006511,50s,couple,middle,apartment,0.32,0.82,produce,medium
CUS006512,20s,single,middle,apartment,0.32,0.82,deli,high
CUS006513,20s,single,middle,single_household,0.59,0.73,deli,high
CUS006514,50s,family,high,apartment,0.42,0.93,deli,low
CUS006515,20s,single,low,single_household,0.59,0.42,meat,medium
CUS006516,40s,single,middle,villa,0.4,0.83,cheese,low
CUS006517,50s,couple,middle,apartment,0.48,0.5,cheese,medium
CUS006518,40s,single,high,single_household,0.58,0.98,dairy,high
CUS006519,30s,family,middle,apartment,0.39,0.84,meat,low
CUS006520,30s,family,middle,apartment,0.42,0.72,produce,medium
CUS006521,60_plus,senior,low,single_household,0.63,0.8,deli,medium
CUS006522,30s,family,middle,apartment,0.31,0.78,meat,medium
CUS006523,20s,single,low,single_household,0.5,0.75,deli,medium
CUS006524,30s,family,middle,apartment,0.51,0.54,meat,low
CUS006525,30s,family,low,villa,0.5,0.75,dairy,medium
CUS006526,60_plus,couple,low,apartment,0.78,0.74,dairy,low
CUS006527,30s,family,low,apartment,0.58,0.53,produce,medium
CUS006528,20s,single,middle,single_household,0.45,0.63,dairy,high
CUS006529,40s,family,high,apartment,0.61,0.85,dairy,medium
CUS006530,20s,family,middle,apartment,0.44,0.67,produce,high
CUS006531,30s,couple,middle,apartment,0.73,0.75,meat,low
CUS006532,60_plus,family,middle,apartment,0.47,0.67,produce,low
CUS006533,50s,family,high,apartment,0.66,0.78,cheese,medium
CUS006534,20s,single,low,single_household,0.59,0.5,deli,low
CUS006535,30s,single,high,single_household,0.33,0.89,produce,low
CUS006536,20s,single,low,apartment,0.78,0.39,dairy,low
CUS006537,20s,family,low,apartment,0.86,0.47,produce,medium
CUS006538,40s,family,middle,apartment,0.39,0.22,meat,medium
CUS006539,40s,couple,high,single_household,0.48,0.52,meat,low
CUS006540,50s,family,low,apartment,0.32,0.75,produce,high
CUS006541,50s,couple,middle,apartment,0.31,0.9,deli,medium
CUS006542,30s,family,middle,apartment,0.34,0.81,produce,medium
CUS006543,60_plus,couple,middle,apartment,0.6,0.68,dairy,medium
CUS006544,40s,family,high,apartment,0.29,0.76,produce,high
CUS006545,30s,senior,middle,apartment,0.43,0.67,meat,low
CUS006546,50s,family,low,apartment,0.66,0.66,produce,high
CUS006547,20s,single,middle,villa,0.38,0.76,produce,high
CUS006548,40s,family,middle,villa,0.66,0.74,cheese,medium
CUS006549,50s,family,middle,villa,0.68,0.69,produce,medium
CUS006550,30s,family,middle,apartment,0.56,0.74,meat,low
CUS006551,50s,couple,middle,apartment,0.75,0.59,deli,medium
CUS006552,30s,couple,low,single_household,0.28,0.46,cheese,low
CUS006553,50s,couple,middle,single_household,0.63,0.63,meat,low
CUS006554,20s,family,middle,apartment,0.51,0.81,dairy,high
CUS006555,20s,single,middle,single_household,0.66,0.74,meat,medium
CUS006556,30s,family,low,apartment,0.55,0.73,cheese,high
CUS006557,50s,couple,middle,apartment,0.33,0.65,meat,medium
CUS006558,20s,couple,middle,apartment,0.75,0.56,cheese,high
CUS006559,50s,family,middle,villa,0.65,0.85,produce,high
CUS006560,30s,single,low,villa,0.72,0.44,produce,high
CUS006561,40s,single,middle,single_household,0.62,0.68,produce,low
CUS006562,30s,single,high,single_household,0.69,0.92,meat,medium
CUS006563,20s,family,middle,apartment,0.82,0.77,produce,low
CUS006564,60_plus,couple,middle,villa,0.39,0.9,cheese,medium
CUS006565,30s,single,low,single_household,0.71,0.76,deli,high
CUS006566,40s,family,high,apartment,0.57,0.81,cheese,low
CUS006567,40s,single,high,single_household,0.28,0.69,dairy,medium
CUS006568,40s,family,high,villa,0.55,0.81,meat,medium
CUS006569,40s,family,middle,apartment,0.6,0.85,meat,medium
CUS006570,50s,family,middle,apartment,0.66,0.72,deli,medium
CUS006571,40s,family,high,apartment,0.47,0.96,cheese,low
CUS006572,40s,family,middle,apartment,0.43,0.9,dairy,medium
CUS006573,40s,couple,middle,single_household,0.49,0.77,dairy,medium
CUS006574,40s,family,middle,villa,0.48,0.76,cheese,high
CUS006575,30s,single,middle,single_household,0.78,0.7,produce,medium
CUS006576,40s,family,middle,apartment,0.32,0.81,meat,medium
CUS006577,30s,family,middle,apartment,0.35,0.97,deli,low
CUS006578,50s,couple,high,villa,0.38,0.94,produce,low
CUS006579,60_plus,single,middle,single_household,0.33,0.69,deli,high
CUS006580,60_plus,senior,high,villa,0.56,0.94,produce,high
CUS006581,50s,couple,low,apartment,0.57,0.92,dairy,low
CUS006582,40s,family,low,apartment,0.68,0.52,cheese,medium
CUS006583,50s,single,middle,single_household,0.34,0.8,deli,medium
CUS006584,20s,single,low,apartment,0.73,0.76,deli,medium
CUS006585,40s,family,middle,apartment,0.62,0.96,dairy,medium
CUS006586,30s,couple,middle,villa,0.61,0.62,cheese,medium
CUS006587,20s,family,low,apartment,0.6,0.83,cheese,medium
CUS006588,60_plus,senior,middle,apartment,0.27,0.94,produce,low
CUS006589,50s,single,low,single_household,0.66,0.6,deli,low
CUS006590,40s,single,middle,single_household,0.23,0.59,deli,low
CUS006591,30s,single,low,single_household,0.74,0.49,deli,high
CUS006592,40s,single,middle,villa,0.76,0.86,deli,low
CUS006593,30s,family,high,apartment,0.59,0.78,meat,high
CUS006594,50s,couple,low,apartment,0.65,0.77,deli,low
CUS006595,60_plus,couple,middle,apartment,0.49,0.97,dairy,medium
CUS006596,30s,couple,middle,villa,0.5,0.45,produce,medium
CUS006597,30s,couple,high,apartment,0.33,0.85,dairy,high
CUS006598,30s,couple,middle,villa,0.26,0.46,cheese,medium
CUS006599,20s,couple,low,villa,0.46,0.7,meat,low
CUS006600,30s,single,middle,apartment,0.68,0.63,deli,high
CUS006601,20s,family,high,apartment,0.46,0.92,produce,high
CUS006602,20s,single,middle,villa,0.81,0.45,cheese,medium
CUS006603,30s,family,middle,apartment,0.52,0.75,cheese,medium
CUS006604,20s,single,middle,villa,0.55,0.68,produce,low
CUS006605,50s,couple,middle,apartment,0.32,0.73,produce,low
CUS006606,20s,single,middle,apartment,0.63,0.56,meat,medium
CUS006607,50s,couple,high,apartment,0.31,0.74,dairy,medium
CUS006608,30s,single,middle,single_household,0.56,0.75,deli,low
CUS006609,20s,senior,low,single_household,0.62,0.72,dairy,low
CUS006610,20s,single,low,single_household,0.73,0.72,meat,medium
CUS006611,50s,family,middle,apartment,0.58,0.89,dairy,medium
CUS006612,30s,couple,low,apartment,0.42,0.31,meat,medium
CUS006613,40s,couple,low,apartment,0.79,0.62,deli,medium
CUS006614,20s,single,middle,single_household,0.49,0.7,deli,high
CUS006615,60_plus,family,low,apartment,0.66,0.59,meat,medium
CUS006616,20s,family,high,apartment,0.54,0.56,meat,medium
CUS006617,30s,single,middle,single_household,0.48,0.69,deli,medium
CUS006618,50s,family,middle,villa,0.55,0.77,produce,medium
CUS006619,30s,couple,middle,apartment,0.62,0.58,deli,medium
CUS006620,30s,single,middle,single_household,0.38,0.74,meat,high
CUS006621,50s,single,middle,single_household,0.75,0.59,cheese,medium
CUS006622,30s,couple,middle,apartment,0.46,0.79,dairy,medium
CUS006623,20s,single,low,single_household,0.44,0.54,dairy,medium
CUS006624,30s,couple,middle,single_household,0.35,0.69,deli,medium
CUS006625,20s,couple,low,villa,0.52,0.44,produce,low
CUS006626,60_plus,single,middle,apartment,0.49,0.45,cheese,medium
CUS006627,40s,family,middle,apartment,0.19,0.32,deli,medium
CUS006628,40s,family,low,single_household,0.81,0.85,dairy,low
CUS006629,30s,single,middle,single_household,0.47,0.82,produce,medium
CUS006630,40s,family,middle,apartment,0.53,0.91,meat,low
CUS006631,40s,couple,high,apartment,0.69,0.62,deli,low
CUS006632,20s,single,high,villa,0.59,0.73,deli,low
CUS006633,50s,family,low,apartment,0.71,0.58,produce,high
CUS006634,40s,couple,middle,apartment,0.41,0.89,deli,medium
CUS006635,50s,couple,high,apartment,0.5,0.83,meat,high
CUS006636,30s,family,middle,apartment,0.56,0.81,cheese,medium
CUS006637,20s,couple,middle,single_household,0.68,0.62,cheese,medium
CUS006638,50s,couple,middle,apartment,0.34,0.92,cheese,medium
CUS006639,50s,senior,high,villa,0.33,0.98,meat,medium
CUS006640,30s,couple,middle,single_household,0.53,0.88,deli,medium
CUS006641,20s,single,middle,apartment,0.51,0.74,deli,high
CUS006642,50s,family,high,apartment,0.42,0.87,produce,medium
CUS006643,30s,single,middle,apartment,0.46,0.45,dairy,medium
CUS006644,30s,family,middle,apartment,0.37,0.68,produce,medium
CUS006645,40s,single,high,single_household,0.37,0.57,produce,medium
CUS006646,20s,single,low,villa,0.42,0.34,produce,low
CUS006647,20s,single,low,single_household,0.75,0.66,cheese,low
CUS006648,20s,single,low,apartment,0.95,0.43,deli,medium
CUS006649,60_plus,family,middle,apartment,0.36,0.95,cheese,medium
CUS006650,30s,single,low,single_household,0.54,0.63,produce,high
CUS006651,40s,senior,middle,villa,0.75,0.79,produce,medium
CUS006652,60_plus,couple,high,single_household,0.66,0.76,produce,low
CUS006653,40s,family,low,apartment,0.42,0.64,produce,medium
CUS006654,40s,family,high,apartment,0.46,0.92,dairy,medium
CUS006655,40s,family,middle,villa,0.58,0.72,produce,high
CUS006656,30s,family,high,apartment,0.38,0.76,produce,medium
CUS006657,40s,family,high,apartment,0.28,0.94,dairy,medium
CUS006658,60_plus,senior,high,apartment,0.3,0.88,meat,medium
CUS006659,50s,single,middle,single_household,0.22,0.67,meat,high
CUS006660,30s,single,low,single_household,0.61,0.63,cheese,medium
CUS006661,30s,family,low,apartment,0.52,0.56,dairy,low
CUS006662,50s,couple,low,single_household,0.53,0.83,dairy,medium
CUS006663,20s,single,low,apartment,0.59,0.56,deli,low
CUS006664,50s,family,high,apartment,0.22,0.84,deli,medium
CUS006665,30s,family,high,villa,0.54,0.84,meat,medium
CUS006666,50s,couple,high,single_household,0.17,0.63,produce,low
CUS006667,50s,senior,middle,apartment,0.67,0.68,produce,medium
CUS006668,40s,couple,middle,villa,0.34,0.81,produce,low
CUS006669,20s,single,middle,apartment,0.73,0.75,deli,medium
CUS006670,50s,couple,middle,apartment,0.55,0.59,deli,medium
CUS006671,30s,single,middle,apartment,0.56,0.89,deli,medium
CUS006672,30s,couple,high,single_household,0.6,0.93,produce,low
CUS006673,40s,couple,high,apartment,0.39,0.5,dairy,high
CUS006674,30s,family,middle,apartment,0.57,0.65,dairy,medium
CUS006675,40s,couple,middle,apartment,0.6,0.84,dairy,low
CUS006676,20s,couple,middle,apartment,0.54,0.73,deli,medium
CUS006677,30s,senior,middle,single_household,0.75,0.66,dairy,medium
CUS006678,50s,single,middle,apartment,0.51,0.69,deli,low
CUS006679,20s,single,middle,single_household,0.71,0.56,dairy,medium
CUS006680,40s,couple,high,apartment,0.46,0.86,deli,high
CUS006681,40s,family,low,apartment,0.51,0.67,cheese,medium
CUS006682,50s,family,middle,apartment,0.45,0.97,produce,low
CUS006683,40s,family,middle,apartment,0.79,0.94,meat,low
CUS006684,50s,family,middle,apartment,0.51,0.76,cheese,high
CUS006685,30s,couple,high,apartment,0.24,0.66,dairy,medium
CUS006686,30s,family,middle,apartment,0.63,0.71,meat,medium
CUS006687,60_plus,senior,low,apartment,0.78,0.7,cheese,medium
CUS006688,50s,family,middle,villa,0.61,0.78,cheese,medium
CUS006689,40s,family,low,apartment,0.67,0.84,cheese,high
CUS006690,40s,family,high,villa,0.51,0.89,meat,low
CUS006691,40s,family,middle,apartment,0.7,0.61,produce,low
CUS006692,20s,single,low,villa,0.73,0.35,dairy,medium
CUS006693,50s,senior,middle,villa,0.15,0.63,dairy,medium
CUS006694,50s,senior,middle,single_household,0.62,0.7,produce,high
CUS006695,40s,senior,middle,apartment,0.59,0.83,produce,medium
CUS006696,30s,single,low,single_household,0.59,0.84,produce,high
CUS006697,30s,family,low,single_household,0.67,0.77,cheese,high
CUS006698,20s,single,low,villa,0.68,0.4,deli,low
CUS006699,50s,couple,middle,single_household,0.5,0.71,deli,low
CUS006700,40s,family,middle,apartment,0.6,0.89,deli,medium
CUS006701,30s,couple,high,apartment,0.42,0.52,dairy,high
CUS006702,40s,family,middle,villa,0.46,0.8,cheese,high
CUS006703,60_plus,senior,high,villa,0.36,0.91,produce,low
CUS006704,20s,single,middle,apartment,0.48,0.69,deli,medium
CUS006705,40s,single,high,single_household,0.54,0.57,deli,low
CUS006706,40s,family,middle,apartment,0.58,0.8,meat,medium
CUS006707,20s,couple,low,villa,0.7,0.64,deli,low
CUS006708,40s,family,low,apartment,0.43,0.86,dairy,medium
CUS006709,40s,couple,high,apartment,0.56,0.63,deli,high
CUS006710,20s,single,low,single_household,0.54,0.74,produce,high
CUS006711,20s,family,low,villa,0.83,0.82,produce,medium
CUS006712,50s,single,high,apartment,0.53,0.53,meat,medium
CUS006713,30s,family,middle,apartment,0.79,0.66,dairy,medium
CUS006714,40s,single,middle,villa,0.61,0.8,deli,medium
CUS006715,40s,family,middle,apartment,0.7,0.45,cheese,medium
CUS006716,50s,couple,middle,single_household,0.73,0.66,dairy,medium
CUS006717,50s,family,high,apartment,0.47,0.78,dairy,medium
CUS006718,50s,family,middle,apartment,0.44,0.74,dairy,low
CUS006719,40s,family,middle,apartment,0.69,0.74,cheese,medium
CUS006720,30s,single,middle,apartment,0.67,0.67,cheese,medium
CUS006721,30s,family,middle,apartment,0.29,0.78,cheese,medium
CUS006722,30s,couple,high,apartment,0.53,0.75,produce,low
CUS006723,30s,family,middle,apartment,0.53,0.79,cheese,medium
CUS006724,20s,couple,low,apartment,0.99,0.8,produce,medium
CUS006725,30s,family,middle,apartment,0.68,0.79,deli,medium
CUS006726,30s,family,high,apartment,0.47,0.93,cheese,high
CUS006727,20s,family,low,apartment,0.79,0.55,cheese,medium
CUS006728,30s,senior,low,apartment,0.38,0.61,produce,low
CUS006729,50s,couple,middle,single_household,0.53,0.86,meat,medium
CUS006730,40s,family,middle,apartment,0.63,0.92,produce,medium
CUS006731,50s,senior,low,villa,0.67,0.56,produce,medium
CUS006732,40s,family,high,apartment,0.21,0.91,deli,high
CUS006733,50s,couple,middle,apartment,0.9,0.64,cheese,low
CUS006734,50s,family,middle,single_household,0.43,0.58,meat,high
CUS006735,20s,couple,low,apartment,0.59,0.75,deli,low
CUS006736,60_plus,senior,middle,apartment,0.32,0.91,deli,high
CUS006737,20s,single,middle,apartment,0.51,0.82,deli,low
CUS006738,40s,family,high,apartment,0.6,0.99,cheese,medium
CUS006739,50s,family,low,apartment,0.42,0.9,cheese,medium
CUS006740,30s,family,middle,apartment,0.79,0.82,produce,medium
CUS006741,40s,family,high,apartment,0.55,0.95,produce,medium
CUS006742,30s,family,low,villa,0.61,0.61,meat,medium
CUS006743,20s,senior,low,single_household,0.65,0.72,produce,low
CUS006744,20s,family,middle,apartment,0.48,0.67,dairy,medium
CUS006745,20s,couple,middle,apartment,0.97,0.58,dairy,medium
CUS006746,20s,single,middle,villa,0.36,0.76,deli,high
CUS006747,40s,couple,high,apartment,0.38,0.64,dairy,medium
CUS006748,40s,family,low,apartment,0.68,0.62,cheese,medium
CUS006749,40s,family,middle,villa,0.6,0.61,dairy,medium
CUS006750,40s,family,low,apartment,0.77,0.55,dairy,medium
CUS006751,20s,single,middle,single_household,0.68,0.64,dairy,medium
CUS006752,30s,single,middle,single_household,0.5,0.62,dairy,low
CUS006753,50s,single,high,single_household,0.4,0.67,deli,low
CUS006754,60_plus,senior,middle,villa,0.44,0.86,produce,low
CUS006755,30s,family,low,apartment,0.69,0.73,meat,high
CUS006756,20s,couple,low,single_household,0.61,0.76,produce,high
CUS006757,50s,couple,middle,apartment,0.7,0.78,meat,high
CUS006758,50s,couple,middle,single_household,0.49,0.8,produce,medium
CUS006759,30s,family,middle,apartment,0.63,0.66,cheese,medium
CUS006760,30s,couple,low,villa,0.45,0.65,produce,low
CUS006761,20s,single,low,single_household,1.0,0.58,deli,medium
CUS006762,40s,family,middle,apartment,0.27,0.8,dairy,medium
CUS006763,60_plus,couple,middle,apartment,0.54,0.71,cheese,low
CUS006764,40s,family,low,villa,0.6,0.71,meat,low
CUS006765,30s,couple,high,single_household,0.7,0.95,meat,medium
CUS006766,40s,senior,high,single_household,0.45,0.87,deli,high
CUS006767,50s,senior,middle,apartment,0.39,0.67,meat,medium
CUS006768,40s,family,low,apartment,0.6,0.6,meat,high
CUS006769,50s,couple,high,single_household,0.43,0.76,cheese,medium
CUS006770,30s,family,middle,apartment,0.66,0.54,dairy,high
CUS006771,30s,family,middle,apartment,0.51,0.62,produce,medium
CUS006772,40s,couple,low,apartment,0.61,0.48,produce,medium
CUS006773,40s,family,high,apartment,0.19,0.95,dairy,medium
CUS006774,60_plus,couple,middle,apartment,0.64,0.86,produce,medium
CUS006775,40s,couple,middle,apartment,0.26,0.77,dairy,medium
CUS006776,30s,family,middle,apartment,0.28,0.71,dairy,high
CUS006777,30s,family,high,apartment,0.31,0.5,produce,high
CUS006778,40s,family,low,villa,0.42,0.6,produce,medium
CUS006779,30s,couple,middle,single_household,0.58,0.91,meat,low
CUS006780,50s,family,middle,apartment,0.49,0.92,dairy,medium
CUS006781,30s,family,low,single_household,0.52,0.77,dairy,low
CUS006782,30s,family,low,apartment,0.66,0.86,dairy,medium
CUS006783,40s,couple,middle,apartment,0.59,0.91,deli,low
CUS006784,20s,couple,middle,apartment,0.54,0.49,meat,medium
CUS006785,40s,family,high,apartment,0.39,0.78,cheese,high
CUS006786,40s,senior,middle,single_household,0.55,0.75,cheese,medium
CUS006787,40s,single,middle,apartment,0.48,0.71,meat,medium
CUS006788,50s,family,low,apartment,0.35,0.66,meat,medium
CUS006789,50s,family,high,apartment,0.39,0.92,meat,high
CUS006790,50s,senior,middle,villa,0.52,0.78,cheese,low
CUS006791,30s,family,high,apartment,0.33,0.9,cheese,low
CUS006792,30s,family,high,apartment,0.42,0.79,meat,medium
CUS006793,50s,couple,middle,single_household,0.36,0.67,produce,low
CUS006794,40s,family,middle,apartment,0.45,0.88,dairy,high
CUS006795,40s,family,middle,apartment,0.53,0.77,meat,high
CUS006796,40s,couple,middle,apartment,0.75,0.79,produce,medium
CUS006797,50s,family,middle,apartment,0.23,0.77,cheese,medium
CUS006798,20s,single,high,single_household,0.43,0.87,produce,low
CUS006799,40s,senior,middle,single_household,0.46,0.7,dairy,medium
CUS006800,20s,single,low,apartment,0.7,0.46,deli,high
CUS006801,30s,family,middle,apartment,0.45,0.78,cheese,medium
CUS006802,40s,family,middle,villa,0.7,0.76,cheese,medium
CUS006803,40s,family,high,apartment,0.59,0.75,meat,low
CUS006804,30s,family,low,apartment,0.9,0.77,dairy,medium
CUS006805,50s,couple,middle,villa,0.56,0.7,produce,high
CUS006806,50s,couple,high,apartment,0.34,0.82,dairy,low
CUS006807,40s,family,middle,apartment,0.5,0.76,cheese,low
CUS006808,60_plus,couple,middle,single_household,0.53,0.76,cheese,low
CUS006809,30s,family,middle,apartment,0.72,0.5,deli,medium
CUS006810,50s,single,middle,single_household,0.53,0.7,deli,medium
CUS006811,20s,single,low,apartment,0.52,0.72,produce,medium
CUS006812,30s,family,middle,apartment,0.38,0.68,deli,low
CUS006813,30s,family,middle,apartment,0.55,0.56,produce,high
CUS006814,20s,single,high,single_household,0.41,0.74,meat,low
CUS006815,40s,single,middle,single_household,0.48,0.72,dairy,low
CUS006816,20s,single,middle,single_household,0.71,0.61,deli,medium
CUS006817,40s,couple,middle,single_household,0.32,0.92,dairy,high
CUS006818,20s,family,middle,apartment,0.67,0.7,meat,medium
CUS006819,20s,couple,middle,apartment,0.58,0.62,meat,high
CUS006820,60_plus,family,low,apartment,0.64,0.75,dairy,medium
CUS006821,40s,family,middle,apartment,0.7,0.88,meat,medium
